Pallet: "collective", Extrinsic: "set_members", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,n,p,extrinsic_time,storage_root_time
100,62,100,2688515,361241
100,62,100,2685187,359099
100,62,100,2738992,358957
100,62,100,2684108,358207
100,62,100,2701215,360150
100,62,100,2685108,359173
100,63,100,2699156,360442
100,63,100,2738171,359320
100,63,100,2683766,388474
100,63,100,2692275,359521
100,63,100,2676642,358726
100,63,100,2690139,358604
100,63,100,2695815,358295
100,63,100,2689227,359050
100,63,100,2694990,358543
100,63,100,2692801,360132
100,63,100,2685756,360670
100,63,100,2682381,359629
100,63,100,2689451,359998
100,63,100,2696487,359084
100,63,100,2693249,359889
100,63,100,2687609,358459
100,63,100,2720770,359299
100,63,100,2695321,358819
100,63,100,2691607,358903
100,63,100,2686453,360083
100,64,100,2688914,359258
100,64,100,2689623,358619
100,64,100,2692394,361538
100,64,100,2690526,358931
100,64,100,2679713,360901
100,64,100,2696950,359371
100,64,100,2692854,360015
100,64,100,2693202,359559
100,64,100,2687417,358529
100,64,100,2689311,360250
100,64,100,2695705,358838
100,64,100,2690449,361918
100,64,100,2690841,360350
100,64,100,2665532,358580
100,64,100,2680702,360959
100,64,100,2676794,361479
100,64,100,2689862,362429
100,64,100,2692586,359388
100,64,100,2688060,359171
100,64,100,2678713,358836
100,65,100,2679760,362924
100,65,100,2670092,361903
100,65,100,2697264,360468
100,65,100,2720421,359916
100,65,100,2722324,362349
100,65,100,2683702,362755
100,65,100,2714809,359701
100,65,100,2726500,358351
100,65,100,2681650,359320
100,65,100,2679071,362007
100,65,100,2691548,359945
100,65,100,2689834,358717
100,65,100,2686690,359832
100,65,100,2681679,359930
100,65,100,2692226,357881
100,65,100,2684284,359055
100,65,100,2688646,362981
100,65,100,2681500,360943
100,65,100,2717267,358951
100,65,100,2699128,358092
100,66,100,2688686,358882
100,66,100,2688449,360364
100,66,100,2685771,359961
100,66,100,2697581,359690
100,66,100,2684103,357465
100,66,100,2691224,359287
100,66,100,2690626,361016
100,66,100,2717906,359421
100,66,100,2707872,360495
100,66,100,2683932,362996
100,66,100,2680466,360756
100,66,100,2692056,361182
100,66,100,2686988,359236
100,66,100,2685199,358377
100,66,100,2706463,358195
100,66,100,2683804,358411
100,66,100,2679370,358551
100,66,100,2696835,359524
100,66,100,2702537,358254
100,66,100,2697726,362397
100,67,100,2683526,359734
100,67,100,2693095,359375
100,67,100,2691500,359039
100,67,100,2690645,361001
100,67,100,2694003,362823
100,67,100,2684267,358807
100,67,100,2686061,358611
100,67,100,2717702,361002
100,67,100,2695988,359853
100,67,100,2675769,359801
100,67,100,2690699,357441
100,67,100,2681820,358295
100,67,100,2677167,358777
100,67,100,2686424,359914
100,67,100,2673151,358226
100,67,100,2692207,360150
100,67,100,2685813,359656
100,67,100,2679511,358642
100,67,100,2681502,363434
100,67,100,2687718,359900
100,68,100,2694337,360460
100,68,100,2680365,361993
100,68,100,2745186,375412
100,68,100,2703861,360844
100,68,100,2684787,359615
100,68,100,2694539,358332
100,68,100,2686627,362596
100,68,100,2687574,358136
100,68,100,2696364,358451
100,68,100,2681170,359619
100,68,100,2688786,359774
100,68,100,2688677,361631
100,68,100,2691752,358783
100,68,100,2681870,360739
100,68,100,2718295,359552
100,68,100,2680057,359501
100,68,100,2717309,360090
100,68,100,2683305,360901
100,68,100,2693066,360941
100,68,100,2690027,359277
100,69,100,2695451,360424
100,69,100,2691336,359117
100,69,100,2690448,358339
100,69,100,2701386,360855
100,69,100,2682477,364037
100,69,100,2674423,362294
100,69,100,2693549,360248
100,69,100,2686010,359854
100,69,100,2683852,359445
100,69,100,2690683,360357
100,69,100,2698049,360458
100,69,100,2686845,360576
100,69,100,2690793,359020
100,69,100,2682183,361312
100,69,100,2685446,359495
100,69,100,2687544,359262
100,69,100,2693218,360941
100,69,100,2680818,361572
100,69,100,2687506,359174
100,69,100,2683429,361670
100,70,100,2673642,361087
100,70,100,2694738,359257
100,70,100,2694917,359361
100,70,100,2687002,360042
100,70,100,2682028,360606
100,70,100,2702742,359943
100,70,100,2676859,359074
100,70,100,2677464,358626
100,70,100,2675279,361530
100,70,100,2693069,357965
100,70,100,2692786,359894
100,70,100,2718793,362236
100,70,100,2703794,359686
100,70,100,2685176,359253
100,70,100,2695498,358201
100,70,100,2694584,361849
100,70,100,2694976,361262
100,70,100,2691199,359302
100,70,100,2674812,360093
100,70,100,2692217,358305
100,71,100,2680158,360383
100,71,100,2701571,359784
100,71,100,2682133,361517
100,71,100,2671285,361036
100,71,100,2682111,359136
100,71,100,2685425,359064
100,71,100,2691019,360641
100,71,100,2675291,359645
100,71,100,2681938,359905
100,71,100,2687860,361402
100,71,100,2692397,360952
100,71,100,2688428,360640
100,71,100,2722964,359839
100,71,100,2690176,362402
100,71,100,2688542,360872
100,71,100,2682438,360016
100,71,100,2690919,360841
100,71,100,2682276,359174
100,71,100,2676754,358055
100,71,100,2697875,360151
100,72,100,2675183,359305
100,72,100,2693270,359734
100,72,100,2686539,361332
100,72,100,2687459,361553
100,72,100,2684989,361072
100,72,100,2683275,359517
100,72,100,2688513,359153
100,72,100,2695632,359427
100,72,100,2689605,360756
100,72,100,2687788,361114
100,72,100,2685717,359378
100,72,100,2694493,363027
100,72,100,2683052,361156
100,72,100,2683699,359880
100,72,100,2698527,361289
100,72,100,2690069,360634
100,72,100,2680282,359024
100,72,100,2682028,358936
100,72,100,2675222,359922
100,72,100,2682841,361335
100,73,100,2693318,360479
100,73,100,2694164,358641
100,73,100,2686888,361271
100,73,100,2690680,358524
100,73,100,2691390,358800
100,73,100,2691839,360166
100,73,100,2676166,358175
100,73,100,2688457,358772
100,73,100,2687728,360412
100,73,100,2678110,359223
100,73,100,2682688,359965
100,73,100,2685259,360137
100,73,100,2695537,358713
100,73,100,2678343,357974
100,73,100,2689607,359332
100,73,100,2689309,360727
100,73,100,2684815,359110
100,73,100,2686586,360144
100,73,100,2713597,359147
100,73,100,2680404,359924
100,74,100,2692683,358120
100,74,100,2693601,359377
100,74,100,2680066,360040
100,74,100,2684992,359179
100,74,100,2685377,358860
100,74,100,2699798,359502
100,74,100,2682407,361662
100,74,100,2681428,362402
100,74,100,2712295,359702
100,74,100,2690875,360331
100,74,100,2691579,361482
100,74,100,2678680,358264
100,74,100,2677441,364473
100,74,100,2718930,361051
100,74,100,2685143,360846
100,74,100,2682741,359227
100,74,100,2686509,359705
100,74,100,2683364,359988
100,74,100,2681895,361663
100,74,100,2716587,360753
100,75,100,2695550,362164
100,75,100,2685866,360373
100,75,100,2692380,359209
100,75,100,2693972,360181
100,75,100,2694114,359770
100,75,100,2680637,359027
100,75,100,2687615,360222
100,75,100,2696761,360586
100,75,100,2684372,358908
100,75,100,2681921,358315
100,75,100,2691963,364235
100,75,100,2686946,359790
100,75,100,2687047,360637
100,75,100,2685456,393512
100,75,100,2689184,360690
100,75,100,2692110,360924
100,75,100,2682073,358742
100,75,100,2675601,359094
100,75,100,2711544,360355
100,75,100,2695266,361526
100,76,100,2675786,360103
100,76,100,2684488,359540
100,76,100,2684664,359540
100,76,100,2697628,359951
100,76,100,2671127,359833
100,76,100,2669126,361310
100,76,100,2691464,361263
100,76,100,2685111,361223
100,76,100,2709494,359558
100,76,100,2713856,358414
100,76,100,2693879,357299
100,76,100,2683238,360206
100,76,100,2686727,359755
100,76,100,2684992,389311
100,76,100,2696232,360372
100,76,100,2719245,359371
100,76,100,2689323,358417
100,76,100,2684195,360898
100,76,100,2736513,373533
100,76,100,2686942,359987
100,77,100,2696732,360966
100,77,100,2702087,357885
100,77,100,2676928,358516
100,77,100,2689068,363375
100,77,100,2674748,360240
100,77,100,2698533,360852
100,77,100,2722230,360251
100,77,100,2696669,360011
100,77,100,2688881,361364
100,77,100,2708805,361872
100,77,100,2692176,361659
100,77,100,2679215,361491
100,77,100,2694480,364405
100,77,100,2691633,360587
100,77,100,2685520,361740
100,77,100,2689530,361256
100,77,100,2688024,360101
100,77,100,2687557,361019
100,77,100,2684018,359220
100,77,100,2691313,360197
100,78,100,2687802,358430
100,78,100,2692688,360512
100,78,100,2691550,361606
100,78,100,2682955,360365
100,78,100,2726161,360654
100,78,100,2692855,360831
100,78,100,2696082,360198
100,78,100,2683231,361910
100,78,100,2684729,359585
100,78,100,2691900,360027
100,78,100,2685695,361580
100,78,100,2690352,361067
100,78,100,2693458,360587
100,78,100,2696995,360423
100,78,100,2688242,359393
100,78,100,2690248,361472
100,78,100,2710885,359294
100,78,100,2687597,360302
100,78,100,2693578,364118
100,78,100,2695315,360939
100,79,100,2717240,359090
100,79,100,2689391,360125
100,79,100,2693142,359795
100,79,100,2682732,359598
100,79,100,2687176,359855
100,79,100,2694846,361850
100,79,100,2682921,362173
100,79,100,2682483,360797
100,79,100,2688869,361190
100,79,100,2687560,360348
100,79,100,2695536,358980
100,79,100,2681546,364403
100,79,100,2755311,380667
100,79,100,2691422,361582
100,79,100,2688807,361102
100,79,100,2693265,360326
100,79,100,2682945,387585
100,79,100,2711268,359834
100,79,100,2694148,359152
100,79,100,2697854,357411
100,80,100,2693785,357501
100,80,100,2695488,358412
100,80,100,2685561,360953
100,80,100,2690758,359082
100,80,100,2697435,359851
100,80,100,2703420,375995
100,80,100,2693605,362178
100,80,100,2696045,362027
100,80,100,2691458,361389
100,80,100,2713625,358732
100,80,100,2694424,359007
100,80,100,2693399,359824
100,80,100,2689201,358570
100,80,100,2694255,360306
100,80,100,2689607,358852
100,80,100,2679490,359029
100,80,100,2721710,359147
100,80,100,2705013,360837
100,80,100,2698675,358990
100,80,100,2691305,363194
100,81,100,2689493,361517
100,81,100,2693450,359136
100,81,100,2692728,359817
100,81,100,2710648,359548
100,81,100,2695073,359436
100,81,100,2674789,362059
100,81,100,2688151,361775
100,81,100,2684326,362046
100,81,100,2685472,360061
100,81,100,2704256,360054
100,81,100,2697136,360476
100,81,100,2700227,359433
100,81,100,2695218,360850
100,81,100,2680693,360201
100,81,100,2687205,360740
100,81,100,2694498,360753
100,81,100,2678541,358786
100,81,100,2691759,359791
100,81,100,2690746,359724
100,81,100,2690504,359893
100,82,100,2685258,361599
100,82,100,2720670,362778
100,82,100,2694263,360489
100,82,100,2692847,361519
100,82,100,2685797,361729
100,82,100,2692381,362637
100,82,100,2690301,360984
100,82,100,2691666,360507
100,82,100,2688586,360509
100,82,100,2691200,360553
100,82,100,2681145,363125
100,82,100,2717442,359286
100,82,100,2697888,361181
100,82,100,2686473,361015
100,82,100,2687399,360508
100,82,100,2697677,360843
100,82,100,2698650,361211
100,82,100,2682447,359812
100,82,100,2693369,358846
100,82,100,2692009,361384
100,83,100,2669334,360387
100,83,100,2688362,359312
100,83,100,2676037,358075
100,83,100,2687302,361764
100,83,100,2687795,359259
100,83,100,2691234,358422
100,83,100,2690426,362083
100,83,100,2697904,358934
100,83,100,2684461,360723
100,83,100,2694600,361223
100,83,100,2685420,358898
100,83,100,2673678,362352
100,83,100,2674363,361136
100,83,100,2689884,361367
100,83,100,2708274,362026
100,83,100,2693093,358904
100,83,100,2693391,361435
100,83,100,2693053,359589
100,83,100,2685041,358999
100,83,100,2690358,358532
100,84,100,2684072,359996
100,84,100,2676379,359114
100,84,100,2686352,359640
100,84,100,2697641,363617
100,84,100,2687231,359618
100,84,100,2682170,359883
100,84,100,2682998,361566
100,84,100,2698950,363417
100,84,100,2695779,360597
100,84,100,2674416,359466
100,84,100,2692007,359612
100,84,100,2701587,358360
100,84,100,2681763,361696
100,84,100,2698457,359139
100,84,100,2683919,361127
100,84,100,2684442,360407
100,84,100,2686568,359976
100,84,100,2692815,360247
100,84,100,2685556,358091
100,84,100,2684510,359957
100,85,100,2686001,359571
100,85,100,2692123,360855
100,85,100,2686351,362853
100,85,100,2685070,360909
100,85,100,2687803,360555
100,85,100,2698386,358747
100,85,100,2718620,359259
100,85,100,2688291,359036
100,85,100,2704175,361377
100,85,100,2689727,359318
100,85,100,2689430,361766
100,85,100,2699061,359936
100,85,100,2691994,361652
100,85,100,2695665,389870
100,85,100,2699468,361908
100,85,100,2684456,358523
100,85,100,2680728,359602
100,85,100,2690258,360951
100,85,100,2702537,359971
100,85,100,2722576,360832
100,86,100,2686408,361138
100,86,100,2697255,360842
100,86,100,2690140,361651
100,86,100,2683936,359280
100,86,100,2688885,360809
100,86,100,2675670,360462
100,86,100,2744889,360152
100,86,100,2684089,360447
100,86,100,2719829,361335
100,86,100,2696867,361297
100,86,100,2699615,363026
100,86,100,2692784,360001
100,86,100,2685700,360851
100,86,100,2697491,361709
100,86,100,2689127,359681
100,86,100,2700583,361997
100,86,100,2695251,362625
100,86,100,2691452,361083
100,86,100,2691965,359394
100,86,100,2694892,358477
100,87,100,2692560,360938
100,87,100,2688060,361731
100,87,100,2682459,361319
100,87,100,2687045,359060
100,87,100,2683570,359624
100,87,100,2680236,361225
100,87,100,2671845,359552
100,87,100,2689235,359563
100,87,100,2675492,361670
100,87,100,2688337,359593
100,87,100,2686223,360465
100,87,100,2726788,361671
100,87,100,2686573,359873
100,87,100,2694593,360642
100,87,100,2692526,359125
100,87,100,2696942,390495
100,87,100,2699056,358710
100,87,100,2685701,360911
100,87,100,2677756,390849
100,87,100,2702796,361332
100,88,100,2688950,360519
100,88,100,2687346,361532
100,88,100,2689366,361120
100,88,100,2705647,359194
100,88,100,2696356,361199
100,88,100,2693885,361538
100,88,100,2701666,360154
100,88,100,2698269,361518
100,88,100,2690431,359566
100,88,100,2693454,363230
100,88,100,2693315,360797
100,88,100,2705385,359670
100,88,100,2703614,360236
100,88,100,2691064,360623
100,88,100,2707139,360484
100,88,100,2683348,359894
100,88,100,2688239,359148
100,88,100,2694777,362035
100,88,100,2721878,362746
100,88,100,2685758,360289
100,89,100,2697483,360606
100,89,100,2683276,360794
100,89,100,2683482,362147
100,89,100,2685855,364706
100,89,100,2687819,361537
100,89,100,2695994,360885
100,89,100,2697975,359046
100,89,100,2687808,358837
100,89,100,2695283,361197
100,89,100,2696895,359079
100,89,100,2695824,360612
100,89,100,2687661,360544
100,89,100,2696026,360208
100,89,100,2692252,361041
100,89,100,2695785,362983
100,89,100,2691915,362863
100,89,100,2688072,359650
100,89,100,2690759,361112
100,89,100,2688004,362127
100,89,100,2690175,361448
100,90,100,2684134,360785
100,90,100,2695752,360645
100,90,100,2695490,360171
100,90,100,2695677,358724
100,90,100,2684445,361146
100,90,100,2681550,363206
100,90,100,2691240,362397
100,90,100,2695556,360332
100,90,100,2695193,360727
100,90,100,2702267,361487
100,90,100,2687250,364280
100,90,100,2695347,361394
100,90,100,2692552,359663
100,90,100,2685292,359100
100,90,100,2680786,361547
100,90,100,2695141,362869
100,90,100,2720586,361263
100,90,100,2690415,361588
100,90,100,2686489,361456
100,90,100,2695356,362339
100,91,100,2682489,360603
100,91,100,2696334,364883
100,91,100,2685940,365239
100,91,100,2684371,360729
100,91,100,2690073,360828
100,91,100,2683030,362573
100,91,100,2688707,360226
100,91,100,2676991,360958
100,91,100,2677940,359835
100,91,100,2688842,362836
100,91,100,2688728,361376
100,91,100,2725273,361281
100,91,100,2685375,360861
100,91,100,2685766,362437
100,91,100,2689425,360555
100,91,100,2683647,359881
100,91,100,2685235,359746
100,91,100,2684229,360895
100,91,100,2685583,362027
100,91,100,2703012,360522
100,92,100,2687300,362049
100,92,100,2691334,365293
100,92,100,2691394,363377
100,92,100,2700141,362655
100,92,100,2695205,364726
100,92,100,2700891,360201
100,92,100,2695777,362266
100,92,100,2685041,359024
100,92,100,2684284,360065
100,92,100,2694628,360389
100,92,100,2687999,361115
100,92,100,2697480,361112
100,92,100,2688675,361508
100,92,100,2679951,361909
100,92,100,2699999,362560
100,92,100,2704990,360696
100,92,100,2693518,362462
100,92,100,2685646,361018
100,92,100,2690881,362471
100,92,100,2691019,358168
100,93,100,2701127,360945
100,93,100,2689134,361258
100,93,100,2716161,362762
100,93,100,2690172,363345
100,93,100,2687659,360481
100,93,100,2687545,361020
100,93,100,2697759,360918
100,93,100,2708164,360234
100,93,100,2697365,361837
100,93,100,2691006,359884
100,93,100,2685189,362078
100,93,100,2690365,362139
100,93,100,2684691,363096
100,93,100,2722903,360105
100,93,100,2701751,360289
100,93,100,2692066,360131
100,93,100,2698994,359973
100,93,100,2686389,360613
100,93,100,2691311,358940
100,93,100,2756220,360141
100,94,100,2695059,360894
100,94,100,2694188,360892
100,94,100,2680653,363711
100,94,100,2691573,360489
100,94,100,2695518,359223
100,94,100,2688108,360557
100,94,100,2686336,359375
100,94,100,2684825,359529
100,94,100,2682509,360113
100,94,100,2696877,359022
100,94,100,2690750,359309
100,94,100,2696639,362773
100,94,100,2688078,363456
100,94,100,2693177,361822
100,94,100,2692223,359906
100,94,100,2701851,360890
100,94,100,2699469,363598
100,94,100,2686837,362151
100,94,100,2683774,362504
100,94,100,2697381,362792
100,95,100,2692202,360224
100,95,100,2693586,362272
100,95,100,2688955,364204
100,95,100,2681906,360306
100,95,100,2701962,361075
100,95,100,2691722,359334
100,95,100,2690939,361820
100,95,100,2689619,360193
100,95,100,2703611,361174
100,95,100,2692983,359856
100,95,100,2691643,387730
100,95,100,2692991,361138
100,95,100,2723155,360139
100,95,100,2677972,360487
100,95,100,2696100,361459
100,95,100,2689217,361372
100,95,100,2686716,361560
100,95,100,2708780,359583
100,95,100,2684055,363156
100,95,100,2722349,362533
100,96,100,2690594,361033
100,96,100,2697689,358717
100,96,100,2694851,362879
100,96,100,2692550,361726
100,96,100,2688423,361130
100,96,100,2687343,360251
100,96,100,2695087,362045
100,96,100,2698702,360142
100,96,100,2689190,359262
100,96,100,2696207,361760
100,96,100,2690107,362976
100,96,100,2683788,360397
100,96,100,2714748,360085
100,96,100,2679069,362249
100,96,100,2684791,361683
100,96,100,2688458,363114
100,96,100,2699821,360516
100,96,100,2696708,360885
100,96,100,2698245,361459
100,96,100,2691148,362097
100,97,100,2685287,360599
100,97,100,2689550,360784
100,97,100,2682347,361688
100,97,100,2688410,363444
100,97,100,2697885,364591
100,97,100,2690831,362233
100,97,100,2692183,359927
100,97,100,2692927,362014
100,97,100,2678242,361762
100,97,100,2701048,374878
100,97,100,2691660,359763
100,97,100,2710210,360202
100,97,100,2692583,360622
100,97,100,2688332,365390
100,97,100,2683521,362886
100,97,100,2684731,361153
100,97,100,2698249,360244
100,97,100,2686030,361651
100,97,100,2684141,361991
100,97,100,2691674,361046
100,98,100,2682412,360354
100,98,100,2699141,361620
100,98,100,2726020,361108
100,98,100,2681957,364587
100,98,100,2703010,361141
100,98,100,2692601,360945
100,98,100,2690521,362351
100,98,100,2686737,361522
100,98,100,2687050,362978
100,98,100,2720449,363896
100,98,100,2689267,362488
100,98,100,2691950,362665
100,98,100,2693513,361580
100,98,100,2690540,360638
100,98,100,2691529,362016
100,98,100,2690536,360910
100,98,100,2689062,361602
100,98,100,2698068,360904
100,98,100,2687975,361504
100,98,100,2688166,358301
100,99,100,2699110,361348
100,99,100,2702334,362221
100,99,100,2695955,359685
100,99,100,2692056,362946
100,99,100,2697807,361397
100,99,100,2697665,361095
100,99,100,2684570,363620
100,99,100,2732699,361051
100,99,100,2697771,360771
100,99,100,2686065,360401
100,99,100,2682957,361108
100,99,100,2685348,361762
100,99,100,2694708,362680
100,99,100,2696517,360247
100,99,100,2690462,362809
100,99,100,2686562,361756
100,99,100,2691111,359279
100,99,100,2701858,361175
100,99,100,2685980,362506
100,99,100,2683195,362228
100,100,100,2693900,360321
100,100,100,2693081,361472
100,100,100,2682886,359176
100,100,100,2685251,360854
100,100,100,2699105,361802
100,100,100,2683978,362368
100,100,100,2677061,360104
100,100,100,2728610,359738
100,100,100,2697869,360793
100,100,100,2699002,365123
100,100,100,2705440,362146
100,100,100,2700560,361118
100,100,100,2696612,359058
100,100,100,2685695,359898
100,100,100,2706080,360006
100,100,100,2693305,360980
100,100,100,2697773,361114
100,100,100,2690290,360420
100,100,100,2722267,359931
100,100,100,2685476,359234
100,100,1,85041,23487
100,100,1,83880,23431
100,100,1,83313,23124
100,100,1,83308,22829
100,100,1,85553,23146
100,100,1,83159,23063
100,100,1,82602,22694
100,100,1,83285,22797
100,100,1,83375,23113
100,100,1,83333,22554
100,100,1,83162,22537
100,100,1,83171,22705
100,100,1,82805,22950
100,100,1,82977,22519
100,100,1,83549,22996
100,100,1,83007,22299
100,100,1,83500,22960
100,100,1,82817,22514
100,100,1,83326,22889
100,100,1,82857,22537
100,100,2,111525,28841
100,100,2,111839,28870
100,100,2,111417,28893
100,100,2,111487,28864
100,100,2,112087,28500
100,100,2,109915,28771
100,100,2,111767,28954
100,100,2,111368,28463
100,100,2,111638,31321
100,100,2,111169,29061
100,100,2,111647,28699
100,100,2,111664,28835
100,100,2,110479,28837
100,100,2,111916,29199
100,100,2,111001,28754
100,100,2,111217,28970
100,100,2,111539,28916
100,100,2,112034,28723
100,100,2,111318,28770
100,100,2,110566,28953
100,100,3,138952,33516
100,100,3,137801,33667
100,100,3,138274,33515
100,100,3,142073,33340
100,100,3,139350,33219
100,100,3,137655,33046
100,100,3,138671,33430
100,100,3,139352,33565
100,100,3,138996,33815
100,100,3,139042,33464
100,100,3,138601,33578
100,100,3,138724,33880
100,100,3,139248,33353
100,100,3,138324,33577
100,100,3,141534,33614
100,100,3,140014,33417
100,100,3,138738,33517
100,100,3,138847,33695
100,100,3,139405,33200
100,100,3,138620,32998
100,100,4,165857,37083
100,100,4,165927,37247
100,100,4,165043,36285
100,100,4,165580,36483
100,100,4,166272,36915
100,100,4,164440,35988
100,100,4,165969,36915
100,100,4,166543,37134
100,100,4,166736,36732
100,100,4,166010,36963
100,100,4,165319,36233
100,100,4,165407,36784
100,100,4,166155,36171
100,100,4,165560,36759
100,100,4,164989,36984
100,100,4,165443,36986
100,100,4,165167,36337
100,100,4,165921,36967
100,100,4,165238,36117
100,100,4,165565,36370
100,100,5,192757,39307
100,100,5,193183,39228
100,100,5,191728,38603
100,100,5,190972,38584
100,100,5,190844,38813
100,100,5,191557,38769
100,100,5,192058,38820
100,100,5,191460,38795
100,100,5,192147,39763
100,100,5,191700,38633
100,100,5,191341,39018
100,100,5,192795,39273
100,100,5,190745,39291
100,100,5,191823,39057
100,100,5,191906,38841
100,100,5,193236,39122
100,100,5,191797,38926
100,100,5,190245,39101
100,100,5,191195,39064
100,100,5,191731,39168
100,100,6,218272,41282
100,100,6,221187,41202
100,100,6,218688,41701
100,100,6,218801,41206
100,100,6,219384,41525
100,100,6,219069,41504
100,100,6,218347,41358
100,100,6,218414,41477
100,100,6,217649,40848
100,100,6,219446,41486
100,100,6,217815,41725
100,100,6,218734,40912
100,100,6,218897,41073
100,100,6,217492,41192
100,100,6,217718,41386
100,100,6,217851,41602
100,100,6,227114,41992
100,100,6,218514,40902
100,100,6,217939,41530
100,100,6,218565,41447
100,100,7,244269,43457
100,100,7,244758,43775
100,100,7,248591,59595
100,100,7,244546,44004
100,100,7,243230,43897
100,100,7,244500,43803
100,100,7,244001,43307
100,100,7,244878,46205
100,100,7,244580,43759
100,100,7,243700,44130
100,100,7,244253,43268
100,100,7,244288,43300
100,100,7,244211,43390
100,100,7,244681,43668
100,100,7,243293,43363
100,100,7,244830,43741
100,100,7,243063,43213
100,100,7,244682,43346
100,100,7,243571,43783
100,100,7,244471,43733
100,100,8,271480,48487
100,100,8,272851,49062
100,100,8,270757,51399
100,100,8,268665,48172
100,100,8,270370,48342
100,100,8,269996,48918
100,100,8,269473,48551
100,100,8,271625,49810
100,100,8,270199,49019
100,100,8,270472,48519
100,100,8,271166,48550
100,100,8,272017,48701
100,100,8,270030,48919
100,100,8,270259,48362
100,100,8,270176,48588
100,100,8,272262,48878
100,100,8,271881,48726
100,100,8,270531,48630
100,100,8,270223,48905
100,100,8,268002,48449
100,100,9,295682,51253
100,100,9,297710,50727
100,100,9,296034,51111
100,100,9,296561,50846
100,100,9,298455,51559
100,100,9,296344,50886
100,100,9,296676,50907
100,100,9,298462,51749
100,100,9,294643,51049
100,100,9,294710,50695
100,100,9,296280,50546
100,100,9,295432,50537
100,100,9,295881,50617
100,100,9,296353,50100
100,100,9,295430,50580
100,100,9,296267,51149
100,100,9,295212,50529
100,100,9,297913,51169
100,100,9,295908,50637
100,100,9,296935,51009
100,100,10,321541,53822
100,100,10,322865,53556
100,100,10,321706,53901
100,100,10,320093,53086
100,100,10,321460,53347
100,100,10,322976,53228
100,100,10,320978,54102
100,100,10,324356,54662
100,100,10,323243,53154
100,100,10,322169,53883
100,100,10,321494,53998
100,100,10,321645,53519
100,100,10,324361,53655
100,100,10,321849,53214
100,100,10,323539,53865
100,100,10,320166,53140
100,100,10,322944,53749
100,100,10,325554,53353
100,100,10,323258,53759
100,100,10,321160,53437
100,100,11,348260,56048
100,100,11,350342,56059
100,100,11,348872,55965
100,100,11,348180,55678
100,100,11,347709,56545
100,100,11,347175,55574
100,100,11,347912,56350
100,100,11,348906,56634
100,100,11,365714,69952
100,100,11,347476,55876
100,100,11,348532,56131
100,100,11,347170,55680
100,100,11,348730,55662
100,100,11,348068,55658
100,100,11,347752,56046
100,100,11,348448,56498
100,100,11,347198,59160
100,100,11,348867,56028
100,100,11,347996,55954
100,100,11,348157,55962
100,100,12,375239,61856
100,100,12,373280,60773
100,100,12,375033,60257
100,100,12,373759,60348
100,100,12,375250,61187
100,100,12,375361,61084
100,100,12,375204,61120
100,100,12,375279,60407
100,100,12,374407,60833
100,100,12,377630,61073
100,100,12,372862,61944
100,100,12,372418,61014
100,100,12,376270,61334
100,100,12,375495,61245
100,100,12,372597,60727
100,100,12,375124,61759
100,100,12,375876,61782
100,100,12,373762,61128
100,100,12,375580,61375
100,100,12,374005,60439
100,100,13,401821,62682
100,100,13,402049,62992
100,100,13,399657,63343
100,100,13,401153,62876
100,100,13,400526,63089
100,100,13,405455,63766
100,100,13,400668,63017
100,100,13,400171,63868
100,100,13,400276,63126
100,100,13,402476,63301
100,100,13,403096,63891
100,100,13,401305,62733
100,100,13,402100,63197
100,100,13,400802,62918
100,100,13,403238,63025
100,100,13,401820,63100
100,100,13,400200,62758
100,100,13,403318,63828
100,100,13,401065,63134
100,100,13,401002,63364
100,100,14,427272,64804
100,100,14,426718,65324
100,100,14,424632,65863
100,100,14,422814,65974
100,100,14,425899,65022
100,100,14,427363,65555
100,100,14,424886,64984
100,100,14,426672,65047
100,100,14,427158,65203
100,100,14,426875,65564
100,100,14,427995,65934
100,100,14,426030,65203
100,100,14,426590,65705
100,100,14,426158,65629
100,100,14,456335,65086
100,100,14,425445,64956
100,100,14,426579,65962
100,100,14,428724,65544
100,100,14,426562,65217
100,100,14,427280,65436
100,100,15,451718,69753
100,100,15,450960,69740
100,100,15,454856,69205
100,100,15,454759,69848
100,100,15,455823,70255
100,100,15,454430,70142
100,100,15,454432,70109
100,100,15,454529,69315
100,100,15,455098,69597
100,100,15,452980,69911
100,100,15,451551,69637
100,100,15,450861,69604
100,100,15,452483,70007
100,100,15,452404,69911
100,100,15,452539,69652
100,100,15,453557,69518
100,100,15,452562,69447
100,100,15,454820,69602
100,100,15,452242,69386
100,100,15,453984,69264
100,100,16,480906,73777
100,100,16,481538,74421
100,100,16,479988,74228
100,100,16,480759,73814
100,100,16,484935,74434
100,100,16,480112,74328
100,100,16,481913,74494
100,100,16,479510,73501
100,100,16,481395,74041
100,100,16,480511,73570
100,100,16,479223,74387
100,100,16,481150,74095
100,100,16,478204,73707
100,100,16,478581,73942
100,100,16,479545,73426
100,100,16,483651,73834
100,100,16,478318,74015
100,100,16,477598,73409
100,100,16,479976,74285
100,100,16,478650,73255
100,100,17,506024,78638
100,100,17,504209,78149
100,100,17,509010,77773
100,100,17,505342,77443
100,100,17,507623,78131
100,100,17,504536,78008
100,100,17,507851,77511
100,100,17,508337,78313
100,100,17,507717,81566
100,100,17,506901,77917
